date,price_usd,active_addresses,tx_count,hash_rate,supply_current,fee_usd,difficulty,miner_revenue_usd,estimated_transaction_volume_usd
2015-03-01,260.651330800701,272256.0,87940.0,324897.010788311,13893739.77168859,3685.080977565,46684376316.8603,979660.080977565,36199403.1268516
2015-03-02,276.322613676213,286476.0,107024.0,366669.483603951,13897689.77168859,4755.540122413,46684376316.8603,1277153.04012241,61754674.5183259
2015-03-03,282.705900935126,266412.0,110488.0,366669.483603951,13901639.77168859,4988.0479953605,46684376316.8603,1356751.04799536,86724788.9349357
2015-03-04,273.447536528346,240738.0,98822.0,324897.010788311,13905139.77168859,4395.6172838666,46684376316.8603,1150222.61728387,70049095.5115633
2015-03-05,276.268809175921,249736.0,97524.0,306331.467314693,13908439.77168859,5028.883968486,46684376316.8603,1112274.88396849,74241116.4657091
2015-03-06,273.31811484512,235826.0,93661.0,343462.554261929,13912139.77168859,4686.3629477526,46684376316.8603,1069815.36294775,56320379.0181381
2015-03-07,276.403357393337,254894.0,91134.0,324897.010788311,13915639.77168859,3978.373548888,46684376316.8603,1093338.37354889,68923764.7515625
2015-03-08,275.338033898305,276241.0,90034.0,363358.067705216,13919539.77168859,4290.9038829342,46684376316.8603,1263093.90388293,117770034.270005
2015-03-09,290.130059029807,260611.0,106792.0,339499.662403796,13923139.77152479,4954.25963725,47427554950.6483,1228704.25963725,82520729.0791923
2015-03-10,292.320383109293,242733.0,101987.0,358360.754759563,13926939.77152479,4864.9726686267,47427554950.6483,1339461.47266863,87819544.9747574
2015-03-11,296.693329339568,259958.0,103305.0,363076.027848504,13930789.77152479,5494.2516486,47427554950.6483,1368494.2516486,67024014.9907756
2015-03-12,295.800344827586,237787.0,93481.0,308850.387325676,13934064.77152479,4450.3076162688,47427554950.6483,1094308.30761627,64543506.068515
2015-03-13,285.911026300409,243732.0,97080.0,344214.935492738,13937714.77152479,4201.818636057,47427554950.6483,1124821.81863606,59802106.9269077
2015-03-14,283.608306253653,261423.0,91210.0,308850.387325676,13940989.77152479,3758.0834191419,47427554950.6483,1051243.33341914,39010099.1556765
2015-03-15,287.270142022209,254579.0,83260.0,337142.025859325,13944564.77136099,3732.723933496,47427554950.6483,1111367.7239335,29694612.5380101
2015-03-16,291.392118059614,260952.0,105590.0,327711.479681442,13948039.77136099,4540.3550260992,47427554950.6483,1044154.1050261,46055269.4924462
2015-03-17,285.248396551724,226597.0,99700.0,301777.477692263,13951239.77136098,4352.7003273216,47427554950.6483,1118080.70032732,48642260.4287176
2015-03-18,257.286160140269,251725.0,98308.0,360718.391304033,13955064.77136098,4954.8978526432,47427554950.6483,1320674.89785264,82051574.0558836
2015-03-19,262.092947983635,261205.0,104914.0,322996.2065925,13958489.77136098,4507.3520353678,47427554950.6483,1038892.10203537,62846023.6401663
2015-03-20,262.966492109877,236693.0,104055.0,320638.57004803,13961889.77136098,4363.3787453391,47427554950.6483,945367.378745339,44070292.9946009
2015-03-21,261.18429748685,251472.0,96199.0,356003.118215092,13965664.77136098,3852.334238769,47427554950.6483,1202959.83423877,38446326.44005
2015-03-22,268.899415838691,271887.0,90009.0,334537.327428476,13969214.77136098,3651.9189549762,47427554950.6483,978614.418954976,27663184.4712081
2015-03-23,266.777992986558,255115.0,102332.0,336739.588444724,13972839.77136098,5186.3592930975,47427554950.6483,1149817.6092931,63698966.1552642
2015-03-24,246.835082992402,220798.0,92642.0,401765.164144395,13977164.77136098,3759.1960187483,46717549644.7064,1247262.44601875,57899044.9346702
2015-03-25,246.719136762127,226737.0,98232.0,376219.402262381,13981214.77136098,4039.1759772,46717549644.7064,1106539.1759772,57231034.1827487
2015-03-26,249.532993571011,232228.0,101438.0,343706.614412546,13984914.77136098,3813.2259066276,46717549644.7064,1128027.22590663,54567198.3826375
2015-03-27,247.378898305085,229847.0,98363.0,397120.480165847,13989189.77136098,3822.0422678753,46717549644.7064,1268664.29226788,56590863.3109001
2015-03-28,253.23161396844,237409.0,88943.0,343706.614412546,13992889.77136098,3323.1583375658,46717549644.7064,1005981.65833757,31130323.963791
2015-03-29,242.967614260666,283051.0,91895.0,355318.324358916,13996714.77136098,3435.866663376,46717549644.7064,1110135.86666338,33536345.7281192
2015-03-30,248.336934541204,256087.0,104131.0,329772.562476902,14000264.77136098,4033.4807727396,46717549644.7064,973393.48077274,49566748.8382409
2015-03-31,244.712485680888,266605.0,114677.0,348351.298391094,14004014.77136098,4399.55999248,46717549644.7064,1083199.55999248,50604196.9059626
2015-04-01,247.185819403857,274206.0,120748.0,306549.142584163,14007314.77136098,4566.2765605398,46717549644.7064,942541.77656054,54562601.3659894
2015-04-02,253.630070426651,249771.0,109756.0,385508.770219477,14011464.77136098,4235.5974965809,46717549644.7064,1199712.09749658,51404371.417707
2015-04-03,254.83316364699,240801.0,105958.0,339061.930433998,14015114.77136098,4120.6983440192,46717549644.7064,1067896.69834402,43313511.1191549
