date,open,high,low,close,adj_close,volume,return_1d,return_7d,abs_return_1d,volatility_7,volume_change,high_low_range,ma_7,ma_30,ma_ratio,price_usd,active_addresses,tx_count,hash_rate,supply_current,fee_usd,difficulty,miner_revenue_usd,estimated_transaction_volume_usd,price_usd_change,active_addresses_change,tx_count_change,hash_rate_change,difficulty_change,fee_usd_change,miner_revenue_usd_change,supply_current_change,estimated_transaction_volume_usd_change,event_today,event_window_3d,event_window_7d,event_window_14d,event_name,event_type,region,severity,volume_change_high,abs_return_1d_high,volatility_7_high,high_low_range_high,active_addresses_change_high,tx_count_change_high,fee_usd_change_high,miner_revenue_usd_change_high,hash_rate_change_high,difficulty_change_high,estimated_transaction_volume_usd_change_high,target_next_day_up
2015-01-11,274.6080017089844,279.63800048828125,265.03900146484375,265.6600036621094,265.6600036621094,18200800,-0.03324643248414827,0.005545132562224442,0.03324643248414827,0.041108598732836545,0.19237698420497495,0.05316305035753757,281.3161403111049,,,268.755515488019,249636.0,89751.0,313142.288941348,13714164.78496462,4095.357433662,40640955016.5765,1225262.60743366,45424269.2594017,-0.027060790850602645,-0.09039035428121689,-0.1560154971695097,0.05442176870748172,0.0,-0.18846804029573117,-0.08254542358658012,0.00028263443448506287,-0.2690232660581593,0,0,0,0,None,None,None,None,0,1,1,0,0,0,0,0,0,1,0,1.0
2015-01-12,266.14599609375,272.2030029296875,265.20001220703125,267.7959899902344,267.7959899902344,18880300,0.00804030075540374,-0.024330206347279115,0.00804030075540374,0.037965098111081515,0.037333523801151625,0.02631259092918852,280.3621390206473,,,268.617232028054,222808.0,100751.0,291349.141441684,13717714.78496462,14224.8196814512,43971662056.0896,1092944.81968145,56737334.7097411,-0.0005145325472256657,-0.10746847409828708,0.1225613085090973,-0.06959503161754643,0.08195444812147201,2.4734012627395026,-0.10799137013521742,0.0002588564492014278,0.24905332842526406,0,0,0,0,None,None,None,None,0,0,1,0,0,1,1,0,0,1,0,0.0
2015-01-13,267.3940124511719,268.2770080566406,219.906005859375,225.86099243164062,225.86099243164062,72843904,-0.1565930750498653,-0.21079777317615,0.1565930750498653,0.06393090706311767,2.8581963210330343,0.18089785090493948,271.7438528878348,,,224.108117767388,250066.0,98240.0,277602.083462638,13720889.78496462,4793.9339893224,43971662056.0896,1026145.43398932,112551597.354747,-0.16569716665093748,0.12233851567268683,-0.024922829550078962,-0.047184137598694664,0.0,-0.662988066163428,-0.06111871751366138,0.00023145254510459345,0.9837307820422392,0,0,0,0,None,None,None,None,1,1,1,1,1,0,0,0,0,1,1,0.0
2015-01-14,223.8939971923828,223.8939971923828,171.50999450683594,178.10299682617188,178.10299682617188,97638704,-0.21144862196566871,-0.3949011050992578,0.21144862196566871,0.08674971467729188,0.3403826351756216,0.23396787471946145,255.13899448939733,,,175.637640561075,257446.0,106993.0,316947.260646319,13724514.78496462,3677.16360222,43971662056.0896,930527.16360222,119722807.619213,-0.21628166658658354,0.029512208776882876,0.08909812703583064,0.1417322834645669,0.0,-0.23295489457923257,-0.0931819868996222,0.00026419569407032384,0.06371486885133537,0,0,0,0,None,None,None,None,1,1,1,1,0,1,0,0,1,1,0,1.0
2015-01-15,176.89700317382812,229.06700134277344,176.89700317382812,209.843994140625,209.843994140625,81773504,0.17821708719158869,-0.25941508576401384,0.17821708719158869,0.1272643623297587,-0.16248884253932738,0.29491736565870696,244.6382795061384,,,212.341011396844,262427.0,119661.0,330062.319707546,13728289.78463702,3164.29221988,43971662056.0896,729864.29221988,58065294.8677467,0.20897212419000843,0.019347746711931846,0.11840026917648827,0.04137931034482745,0.0,-0.1394747250381696,-0.21564429200061375,0.00027505523740178894,-0.5150022287112782,0,0,0,0,None,None,None,None,0,1,1,1,0,1,0,0,0,1,0,0.0
2015-01-16,209.07000732421875,221.59100341796875,199.77099609375,208.0970001220703,208.0970001220703,38421000,-0.00832520380537527,-0.28343224826922064,0.00832520380537527,0.12526782168606157,-0.5301534345403616,0.10436698981112587,232.8795667375837,,,207.595204850964,246341.0,104742.0,303832.201585092,13731764.78463702,3691.6918359321,43971662056.0896,954891.941835932,64405414.9775227,-0.022349929081813547,-0.06129704641671774,-0.12467721312708402,-0.07947019867549665,0.0,0.16667222222355305,0.30831437023947417,0.00025312694112034073,0.10918949303911507,0,0,0,0,None,None,None,None,0,0,1,1,0,0,1,1,0,1,0,0.0
2015-01-17,207.83399963378906,211.7310028076172,194.875,199.25999450683594,199.25999450683594,23469700,-0.04246580013191237,-0.2748802683986866,0.04246580013191237,0.1251275407758922,-0.38914395773144894,0.08110320177313658,222.08871023995536,,,199.824836645237,272389.0,88416.0,301646.358408221,13735214.78463702,2873.836457895,43971662056.0896,762548.336457896,37343333.6853447,-0.03743038386317954,0.10573960485668232,-0.15586870596322389,-0.007194244604316058,0.0,-0.22153944976574758,-0.20142970837959395,0.00025124228779827007,-0.4201833231199983,0,0,0,0,None,None,None,None,0,1,1,1,1,0,0,0,0,1,0,1.0
2015-01-18,200.0500030517578,218.69500732421875,194.50599670410156,210.33900451660156,210.33900451660156,30085100,0.05560077444138223,-0.20823984936727657,0.05560077444138223,0.13009464689586359,0.2818698151233292,0.12091482254993469,214.18571036202567,,,211.132518410286,247184.0,83765.0,334434.006061289,13739039.78463702,3210.0525913377,43971662056.0896,887192.302591338,36349253.1360839,0.05658796951814504,-0.0925331052281847,-0.05260360115816143,0.10869565217391464,0.0,0.11699208997055055,0.1634571346813556,0.00027848126585383604,-0.02662002695412613,0,0,0,0,None,None,None,None,1,1,1,1,0,0,0,1,1,1,0,1.0
2015-01-19,211.4709930419922,216.72799682617188,207.3179931640625,214.86099243164062,214.86099243164062,18658300,0.021498570488300173,-0.19766911954329158,0.021498570488300173,0.1307668892984605,-0.37981592216745164,0.04449784590665261,206.62356785365515,,,216.894694915254,255010.0,99008.0,314761.417469448,13742639.78463702,3387.554752611,43971662056.0896,904302.554752611,38040650.9296492,0.02729175282118601,0.031660625283189914,0.18197337790246526,-0.05882352941176605,0.0,0.05529571750702411,0.019285843792035573,0.0002620270452979856,0.04653184447100078,0,0,0,0,None,None,None,None,0,0,1,0,0,1,0,0,0,1,0,0.0
2015-01-20,212.90699768066406,215.24099731445312,205.1529998779297,211.31500244140625,211.31500244140625,24051100,-0.016503647079460282,-0.064402400049831,0.016503647079460282,0.1169701569529125,0.2890295471720361,0.04738217882182656,204.54556928362166,,,211.919853886616,234321.0,100182.0,257929.494870797,13745589.78463702,3181.4070568652,43971662056.0896,672812.407056865,45920050.1159413,-0.022936665327760952,-0.0811301517587546,0.011857627666451265,-0.1805555555555577,0.0,-0.06085442474011937,-0.2559874971923246,0.0002146603597439345,0.20713102940493688,0,0,0,0,None,None,None,None,1,0,1,0,0,0,0,0,0,1,0,1.0
2015-01-21,211.3780059814453,227.78799438476562,211.21200561523438,226.89700317382812,226.89700317382812,29924600,0.0737382606648691,0.2739651056814001,0.0737382606648691,0.07428435021162427,0.24420920456860595,0.07841870157005022,211.5161416190011,,,227.904210403273,215260.0,93268.0,325690.633353804,13749314.78463701,3251.2106737291,43971662056.0896,925107.460673729,100940117.842297,0.07542642288347912,-0.08134567537694015,-0.069014393803278,0.2627118644067836,0.0,0.021941114612564316,0.37498573297793003,0.0002709960109643639,1.1981708989306026,0,0,0,0,None,None,None,None,1,1,1,1,0,0,0,1,1,1,1,1.0
