date,price_usd,active_addresses,tx_count,hash_rate,supply_current,fee_usd,difficulty,miner_revenue_usd,estimated_transaction_volume_usd
2015-01-01,315,145765,60177,333345,13675615,2989,40640955017,1519572,25914596
2015-01-02,316,212932,83050,333345,13679740,4047,40640955017,1475784,41275152
2015-01-03,286,241755,81404,327284,13683790,4357,40640955017,1586907,90356063
2015-01-04,263,235011,82769,347487,13688090,7190,40640955017,1632203,82599915
2015-01-05,275,242515,95721,315163,13691990,4616,40640955017,1202039,68422951
2015-01-06,288,215554,88848,319203,13695940,4175,40640955017,1361861,80774786
2015-01-07,298,204697,92569,282838,13699440,3752,40640955017,1052470,65503922
2015-01-08,284,230454,105611,296980,13703115,5563,40640955017,1383767,99039166
2015-01-09,293,237524,100397,282838,13706615,4462,40640955017,1085524,68712675
2015-01-10,276,274443,106342,296980,13710290,5046,40640955017,1335502,62141881
2015-01-11,269,249636,89751,313142,13714165,4095,40640955017,1225263,45424269
2015-01-12,269,222808,100751,291349,13717715,14225,43971662056,1092945,56737335
2015-01-13,224,250066,98240,277602,13720890,4794,43971662056,1026145,112551597
2015-01-14,176,257446,106993,316947,13724515,3677,43971662056,930527,119722808
2015-01-15,212,262427,119661,330062,13728290,3164,43971662056,729864,58065295
2015-01-16,208,246341,104742,303832,13731765,3692,43971662056,954892,64405415
2015-01-17,200,272389,88416,301646,13735215,2874,43971662056,762548,37343334
2015-01-18,211,247184,83765,334434,13739040,3210,43971662056,887192,36349253
2015-01-19,217,255010,99008,314761,13742640,3388,43971662056,904303,38040651
2015-01-20,212,234321,100182,257929,13745590,3181,43971662056,672812,45920050
2015-01-21,228,215260,93268,325691,13749315,3251,43971662056,925107,100940118
2015-01-22,234,230504,95488,295089,13752690,3369,43971662056,907344,57033004
2015-01-23,233,216750,94078,271045,13755790,3459,43971662056,855771,52856533
2015-01-24,249,201529,80633,275416,13758940,2818,43971662056,785746,44650099
2015-01-25,255,318167,85829,273230,13762065,3666,43971662056,857587,40929628
2015-01-26,274,263343,107895,277602,13765240,4673,43971662056,1002879,115827857
2015-01-27,265,249279,99265,317507,13768965,4310,43971662056,1300992,82024077
2015-01-28,236,198841,85087,336476,13773065,3586,41272873895,1611058,53573519
2015-01-29,234,217393,92284,336476,13777165,3335,41272873895,1207955,65083960
2015-01-30,229,193117,79736,283133,13780615,3289,41272873895,1124242,57632535
2015-01-31,217,276120,86631,340580,13784765,3440,41272873895,1195032,49713028
2015-02-01,227,250290,78157,318011,13788640,2834,41272873895,1082640,33077367
2015-02-02,240,228409,87190,326218,13792615,3013,41272873895,1007399,41847116
2015-02-03,228,241904,91378,260564,13795790,3387,41272873895,913622,58193117
2015-02-04,227,228028,88890,326218,13799765,3131,41272873895,1055457,50018390
2015-02-05,217,217016,87548,326218,13803740,3108,41272873895,1085649,56217016
2015-02-06,223,231139,84709,363148,13808165,2937,41272873895,1180054,46722750
2015-02-07,229,195430,85768,326218,13812140,2957,41272873895,1098080,36841070
2015-02-08,224,293810,83307,270823,13815440,2940,41272873895,862815,36242923
2015-02-09,221,232450,104895,340605,13819465,3837,44455415962,1084299,53763525
2015-02-10,221,227906,102102,318224,13823065,3289,44455415962,937992,45985001
2015-02-11,219,236742,98560,349163,13827015,3439,44455415962,973023,45535581
2015-02-12,223,232114,88258,262977,13829990,2883,44455415962,700113,34026161
2015-02-13,237,312759,113789,322644,13833640,4087,44455415962,871174,55861345
2015-02-14,258,260312,100479,353583,13837640,3810,44455415962,1034325,45738450
2015-02-15,234,342433,82100,309385,13841140,3827,44455415962,1098202,50230292
2015-02-16,235,261678,103452,346953,13845065,3930,44455415962,1063595,42031494
2015-02-17,244,272213,104074,329274,13848790,4154,44455415962,1076992,44152335
2015-02-18,236,246403,103957,369052,13852965,4154,44455415962,1187678,52588911
2015-02-19,242,213440,93715,366842,13857115,3595,44455415962,1155179,43355706
2015-02-20,246,249692,99228,349163,13861065,4154,44455415962,1090409,43621202
2015-02-21,246,271126,88178,313804,13864615,3415,44455415962,961957,32303017
2015-02-22,237,273269,84628,334358,13868390,3194,44455415962,1027781,28064501
2015-02-23,239,253650,104512,329538,13871940,3797,46684376317,1030310,43288568
2015-02-24,240,232088,103153,299369,13875165,3581,46684376317,833758,33260051
2015-02-25,238,226574,103255,368990,13879140,4215,46684376317,1173923,54038819
2015-02-26,237,230216,101222,348104,13882890,3918,46684376317,1039088,38170855
2015-02-27,255,247223,103585,352745,13886690,3876,46684376317,1068531,60598285
2015-02-28,255,281000,87971,329538,13890240,4061,46684376317,1138556,36211668
2015-03-01,261,272256,87940,324897,13893740,3685,46684376317,979660,36199403
2015-03-02,276,286476,107024,366669,13897690,4756,46684376317,1277153,61754675
2015-03-03,283,266412,110488,366669,13901640,4988,46684376317,1356751,86724789
2015-03-04,273,240738,98822,324897,13905140,4396,46684376317,1150223,70049096
2015-03-05,276,249736,97524,306331,13908440,5029,46684376317,1112275,74241116
2015-03-06,273,235826,93661,343463,13912140,4686,46684376317,1069815,56320379
2015-03-07,276,254894,91134,324897,13915640,3978,46684376317,1093338,68923765
2015-03-08,275,276241,90034,363358,13919540,4291,46684376317,1263094,117770034
2015-03-09,290,260611,106792,339500,13923140,4954,47427554951,1228704,82520729
2015-03-10,292,242733,101987,358361,13926940,4865,47427554951,1339461,87819545
2015-03-11,297,259958,103305,363076,13930790,5494,47427554951,1368494,67024015
2015-03-12,296,237787,93481,308850,13934065,4450,47427554951,1094308,64543506
2015-03-13,286,243732,97080,344215,13937715,4202,47427554951,1124822,59802107
2015-03-14,284,261423,91210,308850,13940990,3758,47427554951,1051243,39010099
2015-03-15,287,254579,83260,337142,13944565,3733,47427554951,1111368,29694613
2015-03-16,291,260952,105590,327711,13948040,4540,47427554951,1044154,46055269
2015-03-17,285,226597,99700,301777,13951240,4353,47427554951,1118081,48642260
2015-03-18,257,251725,98308,360718,13955065,4955,47427554951,1320675,82051574
2015-03-19,262,261205,104914,322996,13958490,4507,47427554951,1038892,62846024
2015-03-20,263,236693,104055,320639,13961890,4363,47427554951,945367,44070293
2015-03-21,261,251472,96199,356003,13965665,3852,47427554951,1202960,38446326
2015-03-22,269,271887,90009,334537,13969215,3652,47427554951,978614,27663184
2015-03-23,267,255115,102332,336740,13972840,5186,47427554951,1149818,63698966
2015-03-24,247,220798,92642,401765,13977165,3759,46717549645,1247262,57899045
2015-03-25,247,226737,98232,376219,13981215,4039,46717549645,1106539,57231034
2015-03-26,250,232228,101438,343707,13984915,3813,46717549645,1128027,54567198
2015-03-27,247,229847,98363,397120,13989190,3822,46717549645,1268664,56590863
2015-03-28,253,237409,88943,343707,13992890,3323,46717549645,1005982,31130324
2015-03-29,243,283051,91895,355318,13996715,3436,46717549645,1110136,33536346
2015-03-30,248,256087,104131,329773,14000265,4033,46717549645,973393,49566749
2015-03-31,245,266605,114677,348351,14004015,4400,46717549645,1083200,50604197
2015-04-01,247,274206,120748,306549,14007315,4566,46717549645,942542,54562601
2015-04-02,254,249771,109756,385509,14011465,4236,46717549645,1199712,51404371
2015-04-03,255,240801,105958,339062,14015115,4121,46717549645,1067897,43313511
2015-04-04,254,243687,87605,355318,14018940,4023,46717549645,1205591,27164527
2015-04-05,261,271639,96521,361070,14022640,4063,49446390688,1082160,24652241
2015-04-06,256,242694,105277,309707,14025790,4519,49446390688,942391,39917547
2015-04-07,255,269775,113215,373615,14029590,4692,49446390688,1229556,59685096
2015-04-08,246,253258,109348,307249,14032715,4579,49446390688,1013832,65255875
2015-04-09,244,250608,116464,326913,14036040,4960,49446390688,905335,52157278
2015-04-10,236,250196,109637,373615,14039840,7252,49446390688,1125052,58927563
2015-04-11,237,270860,100196,344119,14043340,4286,49446390688,948286,33078071
2015-04-12,237,254516,86603,314623,14046540,3450,49446390688,830710,25799045
2015-04-13,226,276787,116290,383447,14050440,4508,49446390688,1080583,59196643
2015-04-14,220,255342,108751,366241,14054165,3760,49446390688,901376,54738566
2015-04-15,223,227570,107977,299875,14057215,3598,49446390688,717157,48182654
2015-04-16,228,225691,99527,339203,14060665,3495,49446390688,927077,37994038
2015-04-17,223,228675,100988,309707,14063815,3470,49446390688,754220,48701905
2015-04-18,223,250243,97580,358867,14067465,3237,49446390688,916061,35462750
2015-04-19,223,276814,93417,351846,14071090,3374,49446390688,1081327,33023897
2015-04-20,225,245521,116476,364477,14074940,4458,49446390688,983942,51071297
2015-04-21,235,243752,110257,362110,14078765,3806,47610564513,996289,49337104
2015-04-22,234,265898,113336,359744,14082565,4110,47610564513,1041850,47258704
2015-04-23,236,264221,109934,307675,14085815,3911,47610564513,844835,42106303
2015-04-24,231,252037,105601,293475,14088915,3907,47610564513,818038,46963462
2015-04-25,226,268305,100598,385778,14092990,23286,47610564513,1138633,34681063
2015-04-26,221,275889,93522,340810,14096590,3057,47610564513,840330,39363510
2015-04-27,227,253708,113365,324243,14100015,3975,47610564513,953399,61169651
2015-04-28,226,255162,113542,362110,14103840,4077,47610564513,997246,53655903
2015-04-29,226,261510,117554,300575,14107015,3862,47610564513,741392,43745215
2015-04-30,236,240159,110679,317142,14110365,4282,47610564513,872919,52747890
2015-05-01,233,225580,101452,350277,14114065,3450,47610564513,1029920,47700400
2015-05-02,236,264029,92909,347910,14117740,3537,47610564513,1002482,27990751
2015-05-03,240,247646,83855,333776,14121265,3230,47610564513,944155,40546248
2015-05-04,239,255868,104511,303151,14124465,3977,47643398018,901990,50759298
2015-05-05,236,263807,115789,364728,14128315,4092,47643398018,980917,42028796
2015-05-06,229,270868,111252,381307,14132340,4144,47643398018,1095043,52255743
2015-05-07,237,259340,110385,333940,14135865,3833,47643398018,879719,45549172
2015-05-08,244,298182,110150,355255,14139615,4266,47643398018,1071486,52228898
2015-05-09,243,235324,96017,305519,14142840,3586,47643398018,921817,37978489
2015-05-10,241,267176,87291,305519,14146065,4126,47643398018,966831,31600926
2015-05-11,242,262404,110147,374202,14150015,4427,47643398018,1068466,54249792
2015-05-12,242,273959,109607,355255,14153765,4418,47643398018,1064598,51885037
2015-05-13,237,252379,110562,383675,14157815,4240,47643398018,1209740,53840910
2015-05-14,237,241337,102057,364728,14161665,3593,47643398018,1112652,49594197
2015-05-15,237,242013,104527,348150,14165340,4271,47643398018,1100858,45480048
2015-05-16,236,259761,89300,312624,14168640,3376,47643398018,893514,29553197
2015-05-17,237,263667,89084,410257,14172915,3259,48807487245,1144998,25442053
2015-05-18,233,239338,96958,349378,14176515,3946,48807487245,970849,45892645
2015-05-19,232,258201,108963,315410,14179765,3783,48807487245,818618,52514488
2015-05-20,234,251166,104816,351804,14183390,3859,48807487245,969954,48654633
2015-05-21,236,236381,97997,376066,14187265,3486,48807487245,992600,42085817
2015-05-22,240,248185,103038,334820,14190715,3847,48807487245,908597,64762785
2015-05-23,239,222628,87197,271738,14193515,3399,48807487245,791439,40593777
2015-05-24,241,282015,91128,354230,14197165,3330,48807487245,954370,28578351
2015-05-25,237,262222,107497,342099,14200690,3985,48807487245,932242,40786498
2015-05-26,237,274566,110959,349378,14204290,4624,48807487245,1029440,50457631
2015-05-27,237,258192,106238,334820,14207740,3955,48807487245,899539,51191314
2015-05-28,237,255987,110526,320263,14211040,3846,48807487245,803900,45725449
2015-05-29,237,301378,130305,373640,14214890,4984,48807487245,1128074,59936779
2015-05-30,233,302015,122222,329968,14218290,4302,48807487245,888252,44900328
2015-05-31,229,294212,97356,356782,14221990,9280,48807487245,926865,39799318
2015-06-01,223,316894,132668,312271,14225290,5124,48807487245,792897,66947696
2015-06-02,225,299987,125717,354854,14229040,4397,47589591154,920829,57270911
2015-06-03,225,295631,129398,335928,14232590,4324,47589591154,860046,56476290
2015-06-04,224,270650,114685,333562,14236115,4194,47589591154,945239,53824240
2015-06-05,225,261364,108893,326465,14239565,3691,47589591154,839491,53499854
2015-06-06,225,271268,93591,421093,14244015,3553,47589591154,1262209,36746394
2015-06-07,223,255838,82502,352488,14247740,3084,47589591154,942417,35227319
2015-06-08,229,252632,111670,371414,14251665,4120,47589591154,1021051,59227079
2015-06-09,229,287564,121137,357219,14255440,4332,47589591154,954813,53661539
2015-06-10,229,354081,129616,399802,14259665,4954,47589591154,1086412,58663591
2015-06-11,230,281625,120640,319368,14263040,4232,47589591154,875567,57681284
2015-06-12,230,296611,125402,335928,14266590,4599,47589591154,943622,55260659
2015-06-13,233,282673,105230,376145,14270565,4529,47589591154,1135309,46035429
2015-06-14,233,292633,105380,361934,14274265,4009,49692386355,1011034,46613584
2015-06-15,237,318865,128569,355712,14277865,5419,49692386355,1026527,62701865
2015-06-16,251,276646,120372,291486,14280815,5252,49692386355,866652,85269342
2015-06-17,248,322275,132006,390295,14284765,6733,49692386355,1156641,102860756
2015-06-18,249,287336,125830,385355,14288665,7374,49692386355,1133271,76610033
2015-06-19,245,291461,126014,363123,14292340,7324,49692386355,1043809,119674985
2015-06-20,246,259541,100545,331010,14295690,3934,49692386355,893987,45009612
2015-06-21,244,279335,96769,306308,14298790,3647,49692386355,835797,37066509
2015-06-22,247,264629,118897,377944,14302615,8335,49692386355,1122576,56260052
2015-06-23,244,303390,126676,345831,14306115,4901,49692386355,1016658,55553593
2015-06-24,240,267900,113349,385355,14310015,4201,49692386355,1077185,58115553
2015-06-25,242,227584,109193,375474,14313815,4408,49692386355,1073298,53328915
2015-06-26,243,294363,117718,380414,14317665,4665,49692386355,1094025,62482074
2015-06-27,252,290296,103789,318659,14320890,4243,49692386355,860748,42521539
2015-06-28,249,275010,100641,346815,14324415,4284,49692386355,1065646,40412399
2015-06-29,257,290419,124779,343810,14327915,4965,49402014931,999245,70403432
2015-06-30,264,312364,155748,356089,14331540,7919,49402014931,987311,81344427
2015-07-01,258,308546,142709,331531,14334915,5813,49402014931,930879,65896770
2015-07-02,255,317013,142954,378191,14338765,6726,49402014931,1128069,74021939
2015-07-03,256,300150,129344,395382,14342790,6335,49402014931,1209698,63706886
2015-07-04,261,271740,103718,373280,14346590,4814,49402014931,1054906,41138598
2015-07-05,271,307522,114726,348722,14350140,6162,49402014931,1099548,84265970
2015-07-06,269,352954,180882,444498,14354665,10636,49402014931,1414820,97028677
2015-07-07,266,321011,190910,329076,14358015,13439,49402014931,1060706,94986257
2015-07-08,271,317005,195582,395382,14362040,14482,49402014931,1177488,73188126
2015-07-09,270,333362,194989,326620,14365365,11157,49402014931,950484,68666224
2015-07-10,286,319210,190131,378191,14369215,11767,49402014931,1249167,121962200
2015-07-11,294,321077,186958,365704,14372915,11603,49402014931,1179775,66906355
2015-07-12,311,313443,208628,342768,14376290,14063,51076366303,1187914,81531674
2015-07-13,293,299508,158460,375775,14379990,10782,51076366303,1315092,80289252
2015-07-14,288,288951,124862,365619,14383590,8729,51076366303,1103504,69699576
2015-07-15,286,268772,112163,388470,14387415,7673,51076366303,1152155,59551263
2015-07-16,279,278082,116060,340229,14390765,8024,51076366303,1036400,75260532
2015-07-17,280,248227,114852,373236,14394440,7382,51076366303,1208781,68372780
2015-07-18,277,251678,134042,378314,14398165,13370,51076366303,1138076,46998915
2015-07-19,275,296139,117660,385931,14401965,5645,51076366303,1140279,37021784
2015-07-20,279,283750,125270,396087,14405865,11637,51076366303,1168611,56607639
2015-07-21,277,313410,134200,322456,14409040,7889,51076366303,1047201,64516479
2015-07-22,278,287455,128982,391009,14412890,8468,51076366303,1253888,60428196
2015-07-23,277,264413,110507,355463,14416390,7825,51076366303,1119705,57351034
2015-07-24,289,264644,108126,429094,14420615,7566,51076366303,1438919,78120285
2015-07-25,290,243324,100567,395371,14424465,6693,52278304846,1408343,59421326
2015-07-26,293,299700,93547,374223,14428065,7114,52278304846,1277746,41154292
2015-07-27,294,283647,114211,387217,14431790,10985,52278304846,1306714,70720347
2015-07-28,295,303847,121880,353433,14435190,8449,52278304846,1066597,85471313
2015-07-29,290,312401,140018,395013,14438990,12708,52278304846,1320652,72096186
2015-07-30,288,278623,125022,348235,14442340,10259,52278304846,1054979,55370677
2015-07-31,285,299579,145443,392414,14446115,12143,52278304846,1288534,68347425
2015-08-01,282,300587,148454,402809,14449990,10160,52278304846,1239800,53873057
2015-08-02,282,292502,103972,392414,14453765,6407,52278304846,1333896,54755966
2015-08-03,282,300542,119397,408007,14457690,7898,52278304846,1172220,61789560
2015-08-04,285,293826,132986,353433,14461090,10913,52278304846,1093225,68759303
2015-08-05,282,313235,131314,345636,14464415,10939,52278304846,1158064,71356461
2015-08-06,279,295447,134811,371624,14467990,10529,52278304846,1043204,61188568
2015-08-07,279,283150,115384,356031,14471415,7317,52278304846,1053294,60380401
2015-08-08,261,266587,100950,420413,14475440,6656,52699842409,1298511,70991072
2015-08-09,266,262571,88144,372001,14478990,5249,52699842409,1001685,118384698
2015-08-10,265,292834,115928,437494,14483165,7832,52699842409,1180679,72494674
2015-08-11,271,271613,115981,424395,14487215,7817,52699842409,1356614,79554551
2015-08-12,268,278802,116970,330085,14490365,7393,52699842409,915176,74510597
2015-08-13,265,272849,115808,385099,14494040,6855,52699842409,1030157,81950602
2015-08-14,266,268926,110518,372001,14497590,7055,52699842409,1104647,78501749
2015-08-15,262,272413,96407,358902,14501015,5861,52699842409,1036340,58928127
2015-08-16,259,275996,88617,361522,14504465,5176,52699842409,1011681,64156783
2015-08-17,258,293079,120631,385099,14508140,6663,52699842409,1165560,94825070
2015-08-18,218,293760,117676,369381,14511665,6747,52699842409,962805,112283587
2015-08-19,227,280796,116441,408677,14515565,5760,52699842409,994149,91348202
2015-08-20,236,278919,119447,392959,14519315,6519,52699842409,990706,86014794
2015-08-21,233,281703,112811,432254,14523440,5813,52699842409,1094122,79378416
2015-08-22,231,295137,104345,426144,14527390,5611,54256630328,1114689,63032265
2015-08-23,229,284990,94037,361413,14530740,5487,54256630328,883287,45540913
2015-08-24,212,309470,126407,418052,14534615,6195,54256630328,947273,115402701
2015-08-25,223,288148,122964,364110,14537990,5839,54256630328,833857,99028180
2015-08-26,226,288944,123779,434235,14542015,6325,54256630328,1111422,82671705
2015-08-27,225,270033,117058,369504,14545440,5735,54256630328,894643,57019569
2015-08-28,232,296413,120019,418052,14549315,5933,54256630328,996417,81628861
2015-08-29,230,290341,109044,431538,14553315,5193,54256630328,1104913,47454711
2015-08-30,229,280853,96776,404567,14557065,4896,54256630328,1026750,43939773
2015-08-31,231,308087,129082,423447,14560990,7236,54256630328,1166315,76347923
2015-09-01,228,308331,131180,415355,14564840,6145,54256630328,996220,76226156
2015-09-02,230,292511,151003,431538,14568840,13675,54256630328,1028141,61585258
2015-09-03,227,297285,125273,393778,14572490,6848,54256630328,946814,62874507
2015-09-04,231,260465,102134,434445,14576390,6047,56957648455,983179,59716733
2015-09-05,236,323127,127522,416213,14580065,6847,56957648455,1004754,43177007
2015-09-06,241,290712,105924,407719,14583665,5755,56957648455,1066585,66001040
2015-09-07,241,318515,124388,430370,14587465,7447,56957648455,980257,60159985
2015-09-08,244,338676,127806,385068,14590865,6442,56957648455,884158,75148891
2015-09-09,239,298432,124005,421876,14594589,7219,56957648455,1075638,80109777
2015-09-10,239,283028,123230,484166,14598864,7784,56957648455,1395881,73692754
2015-09-11,241,317585,182060,447358,14602812,9691,56957648455,1048515,62983486
2015-09-12,236,276575,136766,382236,14606186,7673,56957648455,925444,35117510
2015-09-13,231,317231,144629,427538,14609961,6353,56957648455,962878,47248264
2015-09-14,231,311373,169000,430370,14613761,7708,56957648455,985208,63210888
2015-09-15,230,324464,161744,453021,14617761,7259,56957648455,1017983,62572927
2015-09-16,229,301627,169119,402056,14621311,6209,56957648455,878461,59479358
2015-09-17,233,315192,256980,410910,14624911,6876,56957648455,965862,69067225
2015-09-18,233,320444,162145,433588,14628586,6700,59335351234,1045660,77052108
2015-09-19,232,268056,114319,368697,14631711,5283,59335351234,778412,54750866
2015-09-20,231,336567,107742,377546,14634911,5306,59335351234,845719,57494137
2015-09-21,227,357635,133015,389344,14638211,7005,59335351234,824073,85241860
2015-09-22,231,348545,135214,463083,14642136,6725,59335351234,1007970,79497441
2015-09-23,230,297453,132602,466033,14646086,6368,59335351234,1043258,67307060
2015-09-24,234,295784,125773,412941,14649586,6186,59335351234,923866,66941501
2015-09-25,236,292649,126477,483731,14653686,6943,59335351234,1145778,71300659
2015-09-26,235,314624,116096,433588,14657361,6531,59335351234,1220066,45691680
2015-09-27,233,324221,108836,439487,14661086,5567,59335351234,1029150,39099840
2015-09-28,240,295867,136065,421789,14664661,6797,59335351234,1047573,81000032
2015-09-29,237,355812,141219,513226,14669011,7292,59335351234,1259186,86579632
2015-09-30,237,334445,140556,436537,14672711,6875,59335351234,979289,80758530
2015-10-01,238,297034,136279,444776,14676436,7556,60813224039,1034425,87143763
2015-10-02,238,309307,140746,417180,14679886,6273,60813224039,874870,79790000
2015-10-03,240,252618,115341,438341,14683511,5698,60813224039,1015436,43710065
2015-10-04,240,303522,102050,462525,14687336,4776,60813224039,991819,34589558
2015-10-05,241,297239,129445,462525,14691161,5798,60813224039,1004467,74059523
2015-10-06,247,325721,144666,429272,14694711,6723,60813224039,1006234,79600730
2015-10-07,244,310175,135767,402065,14698036,7024,60813224039,971432,89924039
2015-10-08,243,301525,134073,423226,14701536,7009,60813224039,946916,116443121
2015-10-09,244,274941,119845,380903,14704686,5988,60813224039,835694,70986638
2015-10-10,246,317477,123713,483687,14708686,6638,60813224039,1120907,55935713
2015-10-11,249,296821,104828,441364,14712336,5104,60813224039,1027073,43147244
2015-10-12,246,307438,135172,429272,14715886,6808,60813224039,971477,70768805
2015-10-13,250,307430,134743,414157,14719311,6641,60813224039,919374,85247839
2015-10-14,253,317192,143317,459502,14723111,8015,60813224039,1141736,94507029
2015-10-15,255,360598,151601,502137,14727261,7434,60883825480,1129159,91736631
2015-10-16,263,342212,143758,435823,14730861,7817,60883825480,1060255,92178835
2015-10-17,272,375203,140784,411611,14734261,7432,60883825480,951379,88374805
2015-10-18,263,327671,113308,438850,14737886,6437,60883825480,1073284,58642858
2015-10-19,264,349142,146674,499381,14742011,8746,60883825480,1395311,101577293
2015-10-20,271,403962,147549,387399,14745211,9031,60883825480,934360,89741073
2015-10-21,268,343508,145239,435823,14748811,8592,60883825480,1125151,92986826
2015-10-22,275,352887,152044,447930,14752511,9023,60883825480,1209254,104858239
2015-10-23,279,361424,138354,450956,14756236,8535,60883825480,1142674,89254755
2015-10-24,284,378880,143796,438850,14759861,7856,60883825480,1156609,78646254
2015-10-25,286,371558,130520,469115,14763736,9121,60883825480,1623113,118375060
2015-10-26,287,371860,115817,496354,14767836,8147,60883825480,1281252,93169702
2015-10-27,296,353786,153539,444903,14771511,9621,60883825480,1240340,124088899
2015-10-28,304,355701,161025,420691,14774986,9623,60883825480,1153913,132553872
2015-10-29,315,385081,160480,466068,14778761,11196,62253982450,1311407,153432858
2015-10-30,328,372016,163703,529187,14783036,10773,62253982450,1476153,185467981
2015-10-31,314,367631,155851,454915,14786711,9983,62253982450,1383228,130191763
2015-11-01,330,393101,153010,473483,14790536,9482,62253982450,1321879,129002794
2015-11-02,365,404897,174085,473483,14794361,12319,62253982450,1460208,194458794
2015-11-03,401,449049,185118,479673,14798236,16427,62253982450,1978232,307346906
2015-11-04,405,498795,205457,479673,14802111,29582,62253982450,2315974,416027459
2015-11-05,384,441656,181730,451821,14805761,14436,62253982450,1575194,307027756
2015-11-06,373,426032,166618,448726,14809386,13381,62253982450,1531783,207224285
2015-11-07,387,365479,150863,470389,14813186,10456,62253982450,1667997,152991880
2015-11-08,372,386676,135361,430158,14816661,9235,62253982450,1423352,118761183
2015-11-09,380,408589,156149,461105,14820386,12420,62253982450,1699611,227877551
2015-11-10,338,399491,160462,451821,14824036,11501,62253982450,1480727,202927165
2015-11-11,309,374115,161943,537056,14828236,9349,65848255180,1471948,201259788
2015-11-12,338,374348,159916,527007,14832261,8835,65848255180,1465231,178901680
2015-11-13,337,358205,153174,523734,14836261,8808,65848255180,1399090,148572855
2015-11-14,333,383137,149141,464814,14839811,9756,65848255180,1447181,166607156
2015-11-15,320,409132,140003,523734,14843811,8163,65848255180,1489094,131605152
2015-11-16,331,404593,160506,566287,14848136,9866,65848255180,1662037,157840087
2015-11-17,336,388743,158577,487727,14851861,9606,65848255180,1431505,160944154
2015-11-18,336,403730,166493,500820,14855686,10731,65848255180,1644297,141204657
2015-11-19,326,345821,148816,445173,14859086,9259,65848255180,1320321,135196057
2015-11-20,322,361600,157775,546647,14863261,9165,65848255180,1620293,131609166
2015-11-21,326,370942,148752,569560,14867611,8240,65848255180,1519597,97890575
2015-11-22,324,379184,129856,563014,14871911,7604,65848255180,1422723,80917422
2015-11-23,323,340771,146876,533554,14875986,8878,65848255180,1472917,98852081
2015-11-24,320,385973,152287,560533,14879886,8486,72722780643,1358435,100310464
2015-11-25,329,364221,152916,535030,14883586,8627,72722780643,1220894,107447227
2015-11-26,356,386928,163281,636252,14887986,10071,72722780643,1614915,163103068
2015-11-27,359,360234,161840,480804,14891311,9639,72722780643,1237284,159593522
2015-11-28,357,410729,163866,556721,14895161,10426,72722780643,1632985,116662310
2015-11-29,372,328208,130482,538645,14898886,8382,72722780643,1432976,91203290
2015-11-30,377,490103,184974,585641,14902936,14242,72722780643,1768321,181972172
2015-12-01,363,414541,176727,603717,14907111,12146,72722780643,1762208,176318654
2015-12-02,359,424374,182865,582026,14911136,12253,72722780643,1605726,189009359
2015-12-03,361,359444,163822,513340,14914686,11809,72722780643,1519900,154216353
2015-12-04,363,416094,171379,553106,14918511,10755,72722780643,1443054,128025092
2015-12-05,389,460264,188759,632637,14922886,15320,72722780643,2268019,231420659
2015-12-06,393,425554,176858,577650,14926861,12398,72722780643,1668699,214328010
2015-12-07,395,449269,193821,578034,14930536,13454,79102380900,1548118,185332881
2015-12-08,414,452823,198694,688135,14934911,14265,79102380900,2011322,202885545
2015-12-09,418,493312,217675,660610,14939111,16634,79102380900,1928284,247066040
2015-12-10,416,473257,212096,849355,14944511,15720,79102380900,2394934,175767369
2015-12-11,454,466766,210641,629152,14948511,19127,79102380900,1804649,215352465
2015-12-12,436,527840,204106,637017,14952561,16658,79102380900,1867996,184199887
2015-12-13,434,484886,188060,558372,14956111,15867,79102380900,1708678,197220080
2015-12-14,443,520571,231777,766779,14960986,19255,79102380900,2388698,215383338
2015-12-15,465,495314,224712,719593,14965561,19605,79102380900,2285880,245067827
2015-12-16,454,487898,222651,640949,14969636,18344,79102380900,2022863,226047523
2015-12-17,456,453218,213352,609491,14973511,17803,79102380900,1875537,196474766
2015-12-18,463,459189,217534,684510,14977736,17531,79102380900,2034155,193528623
2015-12-19,461,497028,208041,729321,14981661,18184,93448670796,2184464,203919473
2015-12-20,442,481622,196417,766484,14985786,15860,93448670796,1982086,165566082
2015-12-21,438,505331,233218,692158,14989511,19072,93448670796,1776648,228408276
2015-12-22,435,479097,218030,696804,14993261,19027,93448670796,1818653,232050372
2015-12-23,443,478167,219943,729321,14997186,19124,93448670796,1990561,197602587
2015-12-24,456,456965,213360,641059,15000636,17598,93448670796,1768771,210716099
2015-12-25,456,367825,173868,752548,15004686,13859,93448670796,1907156,154893854
2015-12-26,418,416167,179227,794356,15008961,14393,93448670796,2206899,177346524
2015-12-27,423,408582,160526,952299,15014086,12211,93448670796,2453742,86789158
2015-12-28,421,413657,174759,701449,15017861,14102,93448670796,1773620,150330558
2015-12-29,431,427804,184447,738612,15021836,14009,93448670796,1936192,115867945
2015-12-30,426,397910,177403,766484,15025961,14092,93448670796,1932066,103355333
2015-12-31,430,353317,153350,702681,15029511,11153,103880340815,1603061,84890715
2016-01-01,435,316781,124427,697129,15032886,8783,103880340815,1554769,58346265
2016-01-02,434,417966,147864,748768,15036511,13798,103880340815,1671420,50832345
2016-01-03,430,398443,145029,748768,15040136,11009,103880340815,1720316,67646929
2016-01-04,433,413159,178576,934669,15044661,13812,103880340815,2076921,96276570
